# Escherichia_coli_GCF_002861225
HEPGNNLE_00092	K04752
FAMJLNOG_01227	K04487
FAMJLNOG_01228	K13643
FAMJLNOG_01229	K15396
FAMJLNOG_01230	K01092
FAMJLNOG_01233	K05820
FAMJLNOG_01234	K00600
FAMJLNOG_01235	K05916
FAMJLNOG_01237	K05825
FAMJLNOG_01242	K01153
FAMJLNOG_01246	K03427
FAMJLNOG_01248	K12152
FAMJLNOG_01263	K03664
FAMJLNOG_01265	K09801
FAMJLNOG_01266	K06186
FAMJLNOG_01267	K03631
FAMJLNOG_01268	K00858
FAMJLNOG_01269	K03687
FAMJLNOG_01270	K03648
FAMJLNOG_01271	K06866
FAMJLNOG_01272	K05590
FAMJLNOG_01273	K15460
FAMJLNOG_01274	K03088
FAMJLNOG_01275	K03597
FAMJLNOG_01276	K03598
FAMJLNOG_01277	K03803
FAMJLNOG_01278	K03596
FAMJLNOG_01279	K03100
FAMJLNOG_01280	K03685
FAMJLNOG_01281	K03595
FAMJLNOG_01282	K03584
FAMJLNOG_01283	K03474
FAMJLNOG_01284	K00997
FAMJLNOG_01286	K11991
FAMJLNOG_01292	K02014
FAMJLNOG_01293	K02346
FAMJLNOG_01297	K03734
FAMJLNOG_01299	K00350
FAMJLNOG_01300	K00349
FAMJLNOG_01302	K00347
FAMJLNOG_01303	K00346
FAMJLNOG_01306	K03271
FAMJLNOG_01307	K06445
FAMJLNOG_01308	K01586
FAMJLNOG_01310	K16135
FAMJLNOG_01313	K02654
FAMJLNOG_01314	K09761
FAMJLNOG_01315	K01920
FAMJLNOG_01316	K07735
FAMJLNOG_01317	K07447
FAMJLNOG_01318	K02669
FAMJLNOG_01319	K06997
FAMJLNOG_01320	K00286
FAMJLNOG_01322	K02428
FAMJLNOG_01324	K02016
FAMJLNOG_01326	K01425
FAMJLNOG_01327	K09923
FAMJLNOG_01328	K03439
FAMJLNOG_01329	K03575
FAMJLNOG_01331	K08306
FAMJLNOG_01338	K01581
FAMJLNOG_01339	K03756
FAMJLNOG_01340	K16137
FAMJLNOG_01341	K12540
FAMJLNOG_01346	K03614
FAMJLNOG_01347	K03612
FAMJLNOG_01348	K03613
FAMJLNOG_01349	K10773
FAMJLNOG_01350	K01147
FAMJLNOG_01351	K03113
FAMJLNOG_01352	K01591
FAMJLNOG_01353	K19804
FAMJLNOG_01354	K08992
FAMJLNOG_01355	K01096
FAMJLNOG_01356	K01497
FAMJLNOG_01357	K02073
FAMJLNOG_01359	K01681
FAMJLNOG_01361	K13634
FAMJLNOG_01365	K11904
FAMJLNOG_01368	K03168
FAMJLNOG_01370	K04774
FAMJLNOG_01372	K19221
FAMJLNOG_01374	K06178
FAMJLNOG_01376	K07053
FAMJLNOG_01377	K01657
FAMJLNOG_01379	K13497
FAMJLNOG_01380	K13498
FAMJLNOG_01381	K01696
FAMJLNOG_01383	K04065
FAMJLNOG_01384	K07275
FAMJLNOG_01387	K06190
FAMJLNOG_01388	K10806
FAMJLNOG_01389	K03832
FAMJLNOG_01391	K06131
FAMJLNOG_01392	K09901
FAMJLNOG_01394	K17218
FAMJLNOG_01397	K11736
FAMJLNOG_01398	K10026
FAMJLNOG_01399	K01737
FAMJLNOG_01400	K00380
FAMJLNOG_01401	K00381
FAMJLNOG_01402	K00390
FAMJLNOG_01403	K02302
FAMJLNOG_01404	K00957
FAMJLNOG_01405	K00956
FAMJLNOG_01406	K00860
FAMJLNOG_01407	K05589
FAMJLNOG_01408	K00991
FAMJLNOG_01409	K01770
FAMJLNOG_01410	K06176
FAMJLNOG_01411	K03787
FAMJLNOG_01412	K00573
FAMJLNOG_01414	K03087
FAMJLNOG_01415	K03555
FAMJLNOG_01418	K03827
FAMJLNOG_01419	K03488
FAMJLNOG_01420	K02755
FAMJLNOG_01420	K02756
FAMJLNOG_01420	K02757
FAMJLNOG_01421	K20859
FAMJLNOG_01431	K07223
FAMJLNOG_01434	K07347
FAMJLNOG_01435	K07349
FAMJLNOG_01436	K07349
FAMJLNOG_01440	K03319
FAMJLNOG_01441	K04085
FAMJLNOG_01442	K09125
FAMJLNOG_01444	K00113
FAMJLNOG_01445	K00112
FAMJLNOG_01446	K00111
FAMJLNOG_01447	K02445
FAMJLNOG_01448	K01126
FAMJLNOG_01449	K04568
FAMJLNOG_01451	K00245
FAMJLNOG_01452	K00246
FAMJLNOG_01453	K00247
FAMJLNOG_01454	K11741
FAMJLNOG_01455	K04653
FAMJLNOG_01456	K04651
FAMJLNOG_01457	K12136
FAMJLNOG_01458	K12146
FAMJLNOG_01460	K22015
FAMJLNOG_01461	K22015
FAMJLNOG_01462	K12975
FAMJLNOG_01463	K16422
FAMJLNOG_01464	K00374
FAMJLNOG_01465	K00373
FAMJLNOG_01466	K00371
FAMJLNOG_01467	K00370
FAMJLNOG_01468	K02575
FAMJLNOG_01469	K07673
FAMJLNOG_01470	K07684
FAMJLNOG_01471	K11921
FAMJLNOG_01475	K01961
FAMJLNOG_01478	K07160
FAMJLNOG_01480	K22293
FAMJLNOG_01482	K03326
FAMJLNOG_01484	K01494
FAMJLNOG_01485	K00876
FAMJLNOG_01486	K03593
FAMJLNOG_01487	K01874
FAMJLNOG_01488	K06518
FAMJLNOG_01490	K01489
FAMJLNOG_01491	K00027
FAMJLNOG_01494	K01495
FAMJLNOG_01496	K03750
FAMJLNOG_01497	K21029
FAMJLNOG_01498	K07047
FAMJLNOG_01500	K06966
FAMJLNOG_01501	K11939
FAMJLNOG_01502	K04047
FAMJLNOG_01503	K03722
FAMJLNOG_01504	K09681
FAMJLNOG_01506	K01857
FAMJLNOG_01508	K03326
FAMJLNOG_01509	K01011
FAMJLNOG_01511	K05541
FAMJLNOG_01512	K11927
FAMJLNOG_01514	K01993
FAMJLNOG_01515	K01990
FAMJLNOG_01516	K01992
FAMJLNOG_01517	K01992
FAMJLNOG_01518	K06890
FAMJLNOG_01520	K03635
FAMJLNOG_01521	K03636
FAMJLNOG_01522	K03637
FAMJLNOG_01523	K03639
FAMJLNOG_01526	K03702
FAMJLNOG_01527	K01935
FAMJLNOG_01529	K00652
FAMJLNOG_01530	K01012
FAMJLNOG_01531	K00833
FAMJLNOG_01532	K07404
FAMJLNOG_01534	K02045
FAMJLNOG_01535	K02018
FAMJLNOG_01536	K02020
FAMJLNOG_01538	K02019
FAMJLNOG_01544	K02013
FAMJLNOG_01545	K01834
FAMJLNOG_01546	K01626
FAMJLNOG_01547	K03811
FAMJLNOG_01553	K03640
FAMJLNOG_01554	K03641
FAMJLNOG_01555	K03646
FAMJLNOG_01556	K03560
FAMJLNOG_01557	K03562
FAMJLNOG_01558	K07107
FAMJLNOG_01561	K16135
FAMJLNOG_01564	K00424
FAMJLNOG_01565	K00426
FAMJLNOG_01566	K00425
FAMJLNOG_01567	K01902
FAMJLNOG_01568	K01903
FAMJLNOG_01569	K00658
FAMJLNOG_01570	K00164
FAMJLNOG_01571	K00240
FAMJLNOG_01573	K00242
FAMJLNOG_01574	K00241
FAMJLNOG_01575	K01647
FAMJLNOG_01586	K19092
FAMJLNOG_01587	K07746
FAMJLNOG_01589	K01835
FAMJLNOG_01590	K03645
FAMJLNOG_01591	K01175
FAMJLNOG_01593	K03839
FAMJLNOG_01594	K03711
FAMJLNOG_01597	K01886
FAMJLNOG_01598	K02802
FAMJLNOG_01598	K02803
FAMJLNOG_01598	K02804
FAMJLNOG_01599	K02564
FAMJLNOG_01600	K01443
FAMJLNOG_01601	K02565
FAMJLNOG_01610	K00121
FAMJLNOG_01611	K01070
FAMJLNOG_01612	K03184
FAMJLNOG_01613	K06168
FAMJLNOG_01614	K06217
FAMJLNOG_01615	K07042
FAMJLNOG_01616	K06189
FAMJLNOG_01617	K03820
FAMJLNOG_01619	K12267
FAMJLNOG_01621	K04084
FAMJLNOG_01623	K10001
FAMJLNOG_01624	K10040
FAMJLNOG_01625	K10002
FAMJLNOG_01627	K01869
FAMJLNOG_01628	K03643
FAMJLNOG_01629	K02340
FAMJLNOG_01630	K00969
FAMJLNOG_01632	K09710
FAMJLNOG_01633	K00783
FAMJLNOG_01634	K05515
FAMJLNOG_01635	K05837
FAMJLNOG_01636	K03642
FAMJLNOG_01637	K07258
FAMJLNOG_01638	K09158
FAMJLNOG_01639	K03801
FAMJLNOG_01640	K03644
FAMJLNOG_01641	K06199
FAMJLNOG_01643	K03704
FAMJLNOG_01644	K00567
FAMJLNOG_01645	K06191
FAMJLNOG_01646	K03647
FAMJLNOG_01648	K00526
FAMJLNOG_01649	K02000
FAMJLNOG_01650	K02001
FAMJLNOG_01651	K02002
FAMJLNOG_01652	K16087
FAMJLNOG_01654	K15974
FAMJLNOG_01655	K03543
FAMJLNOG_01656	K03446
FAMJLNOG_01657	K03214
FAMJLNOG_01658	K18015
FAMJLNOG_01660	K09181
FAMJLNOG_01661	K00998
FAMJLNOG_01664	K02835
FAMJLNOG_01665	K14415
FAMJLNOG_01666	K11534
FAMJLNOG_01667	K01619
FAMJLNOG_01668	K00852
FAMJLNOG_01669	K07106
FAMJLNOG_01670	K02809
FAMJLNOG_01670	K02810
FAMJLNOG_01671	K15835
FAMJLNOG_01674	K01652
FAMJLNOG_01675	K01653
FAMJLNOG_01676	K16264
FAMJLNOG_01678	K08219
FAMJLNOG_01679	K06901
FAMJLNOG_01680	K03825
FAMJLNOG_01681	K03316
FAMJLNOG_01683	K03576
FAMJLNOG_01684	K00549
FAMJLNOG_01687	K00757
FAMJLNOG_01691	K03183
FAMJLNOG_01694	K03116
FAMJLNOG_01695	K03117
FAMJLNOG_01696	K03118
FAMJLNOG_01697	K05785
FAMJLNOG_01698	K05995
FAMJLNOG_01699	K03182
FAMJLNOG_01700	K05368
FAMJLNOG_01701	K00632
FAMJLNOG_01702	K01825
FAMJLNOG_01703	K01271
FAMJLNOG_01705	K03498
FAMJLNOG_01706	K00230
FAMJLNOG_01707	K04763
FAMJLNOG_01709	K11928
FAMJLNOG_01710	K13821
FAMJLNOG_01711	K02425
FAMJLNOG_01712	K02405
FAMJLNOG_01715	K02407
FAMJLNOG_01716	K02422
FAMJLNOG_01717	K02423
FAMJLNOG_01722	K02408
FAMJLNOG_01723	K02409
FAMJLNOG_01724	K02410
FAMJLNOG_01725	K02411
FAMJLNOG_01726	K02412
FAMJLNOG_01727	K02413
FAMJLNOG_01728	K02414
FAMJLNOG_01730	K02416
FAMJLNOG_01731	K02417
FAMJLNOG_01732	K02418
FAMJLNOG_01733	K02419
FAMJLNOG_01735	K22509
FAMJLNOG_01737	K02397
FAMJLNOG_01738	K02396
FAMJLNOG_01739	K02395
FAMJLNOG_01742	K02392
FAMJLNOG_01743	K02391
FAMJLNOG_01744	K02390
FAMJLNOG_01745	K02389
FAMJLNOG_01746	K02388
FAMJLNOG_01747	K02387
FAMJLNOG_01748	K02386
FAMJLNOG_01749	K02398
FAMJLNOG_01750	K02399
FAMJLNOG_01752	K01749
FAMJLNOG_01753	K01719
FAMJLNOG_01754	K02496
FAMJLNOG_01755	K02498
FAMJLNOG_01761	K02852
FAMJLNOG_01762	K02853
FAMJLNOG_01763	K12582
FAMJLNOG_01764	K16693
FAMJLNOG_01765	K02805
FAMJLNOG_01766	K16704
FAMJLNOG_01767	K00973
FAMJLNOG_01768	K01710
FAMJLNOG_01769	K02472
FAMJLNOG_01770	K01791
FAMJLNOG_01771	K05790
FAMJLNOG_01772	K02851
FAMJLNOG_01773	K03628
FAMJLNOG_01774	K03671
FAMJLNOG_01775	K03732
FAMJLNOG_01776	K01524
FAMJLNOG_01777	K03656
FAMJLNOG_01779	K19157
FAMJLNOG_01780	K00053
FAMJLNOG_01781	K11921
FAMJLNOG_01782	K01754
FAMJLNOG_01783	K01687
FAMJLNOG_01784	K00826
FAMJLNOG_01785	K11258
FAMJLNOG_01787	K07391
FAMJLNOG_01788	K09897
FAMJLNOG_01793	K01185
FAMJLNOG_01797	K21746
FAMJLNOG_01800	K03704
FAMJLNOG_01819	K00031
FAMJLNOG_01820	K06181
FAMJLNOG_01821	K12152
FAMJLNOG_01822	K00566
FAMJLNOG_01823	K07153
FAMJLNOG_01824	K01756
FAMJLNOG_01825	K07660
FAMJLNOG_01826	K07637
FAMJLNOG_01827	K18850
FAMJLNOG_01829	K01258
FAMJLNOG_01830	K12410
FAMJLNOG_01831	K09808
FAMJLNOG_01832	K09810
FAMJLNOG_01833	K09808
FAMJLNOG_01834	K03723
FAMJLNOG_01843	K00031
FAMJLNOG_01870	K01358
FAMJLNOG_01887	K06282
FAMJLNOG_01888	K00124
FAMJLNOG_01890	K06281
FAMJLNOG_01891	K03605
FAMJLNOG_01893	K04652
FAMJLNOG_01894	K04653
FAMJLNOG_01895	K04654
FAMJLNOG_01896	K04655
FAMJLNOG_01897	K07112
FAMJLNOG_01899	K03554
FAMJLNOG_01901	K01119
FAMJLNOG_01907	K03546
FAMJLNOG_01908	K03547
FAMJLNOG_01909	K07657
FAMJLNOG_01910	K07636
FAMJLNOG_01911	K03311
FAMJLNOG_01913	K11903
FAMJLNOG_01918	K08354
FAMJLNOG_01923	K01270
FAMJLNOG_01924	K00769
FAMJLNOG_01925	K11750
FAMJLNOG_01926	K11926
FAMJLNOG_01927	K00931
FAMJLNOG_01928	K00147
FAMJLNOG_01929	K00891
FAMJLNOG_01930	K05939
FAMJLNOG_01931	K08227
FAMJLNOG_01932	K03743
FAMJLNOG_01933	K03553
FAMJLNOG_01934	K01872
FAMJLNOG_01935	K03563
FAMJLNOG_01942	K01919
FAMJLNOG_01943	K07173
FAMJLNOG_01946	K03106
FAMJLNOG_01947	K02959
FAMJLNOG_01948	K02860
FAMJLNOG_01949	K00554
FAMJLNOG_01950	K02884
FAMJLNOG_01951	K01626
FAMJLNOG_01952	K14187
FAMJLNOG_01955	K07792
FAMJLNOG_01956	K14170
FAMJLNOG_01957	K05809
FAMJLNOG_01958	K05807
FAMJLNOG_01959	K06180
FAMJLNOG_01960	K05810
FAMJLNOG_01961	K03695
FAMJLNOG_01964	K06192
FAMJLNOG_01965	K03808
FAMJLNOG_01966	K15738
FAMJLNOG_01967	K12297
FAMJLNOG_01968	K07140
FAMJLNOG_01969	K18657
FAMJLNOG_01970	K00254
FAMJLNOG_01972	K01256
FAMJLNOG_01973	K00763
FAMJLNOG_01974	K01893
FAMJLNOG_01975	K16076
FAMJLNOG_01976	K00813
FAMJLNOG_01984	K11904
FAMJLNOG_01985	K11903
FAMJLNOG_01986	K00287
FAMJLNOG_01989	K04753
FAMJLNOG_01990	K00655
FAMJLNOG_01991	K02621
FAMJLNOG_01992	K02622
FAMJLNOG_01994	K03651
FAMJLNOG_01995	K01515
FAMJLNOG_02000	K15777
FAMJLNOG_02001	K02858
FAMJLNOG_02002	K09806
FAMJLNOG_02005	K03272
FAMJLNOG_02006	K00982
FAMJLNOG_02007	K18446
FAMJLNOG_02009	K00974
FAMJLNOG_02010	K01633
FAMJLNOG_02011	K08591
FAMJLNOG_02012	K16135
FAMJLNOG_02013	K06911
FAMJLNOG_02015	K02381
FAMJLNOG_02018	K00926
FAMJLNOG_02020	K10972
FAMJLNOG_02022	K00981
FAMJLNOG_02026	K02529
FAMJLNOG_02027	K01193
FAMJLNOG_02029	K05786
FAMJLNOG_02030	K08289
FAMJLNOG_02031	K04079
FAMJLNOG_02032	K00939
FAMJLNOG_02033	K01772
FAMJLNOG_02035	K00892
FAMJLNOG_02036	K03455
FAMJLNOG_02039	K17686
FAMJLNOG_02040	K19591
FAMJLNOG_02041	K03070
FAMJLNOG_02042	K13301
FAMJLNOG_02044	K02535
FAMJLNOG_02045	K03531
FAMJLNOG_02046	K03590
FAMJLNOG_02047	K03589
FAMJLNOG_02049	K01924
FAMJLNOG_02050	K02563
FAMJLNOG_02051	K03588
FAMJLNOG_02052	K01925
FAMJLNOG_02053	K01000
FAMJLNOG_02054	K01929
FAMJLNOG_02055	K01928
FAMJLNOG_02056	K03587
FAMJLNOG_02057	K03586
FAMJLNOG_02058	K03438
FAMJLNOG_02059	K03925
FAMJLNOG_02060	K03435
FAMJLNOG_02061	K01897
FAMJLNOG_02062	K05798
FAMJLNOG_02063	K01649
FAMJLNOG_02064	K00052
FAMJLNOG_02065	K01703
FAMJLNOG_02066	K01704
FAMJLNOG_02067	K11925
FAMJLNOG_02068	K03573
FAMJLNOG_02072	K01480
FAMJLNOG_02073	K01585
FAMJLNOG_02074	K00789
FAMJLNOG_02077	K00694
FAMJLNOG_02078	K20541
FAMJLNOG_02079	K20543
FAMJLNOG_02080	K07112
FAMJLNOG_02081	K07112
FAMJLNOG_02084	K06213
FAMJLNOG_02086	K11933
FAMJLNOG_02087	K05601
FAMJLNOG_02088	K00128
FAMJLNOG_02089	K03310
FAMJLNOG_02090	K03281
FAMJLNOG_02091	K16868
FAMJLNOG_02092	K10716
FAMJLNOG_02093	K01442
FAMJLNOG_02098	K21449
FAMJLNOG_02101	K01133
FAMJLNOG_02107	K00065
FAMJLNOG_02108	K01815
FAMJLNOG_02109	K02079
FAMJLNOG_02110	K11194
FAMJLNOG_02111	K02796
FAMJLNOG_02112	K10985
FAMJLNOG_02113	K11195
FAMJLNOG_02114	K02082
FAMJLNOG_02115	K16371
FAMJLNOG_02116	K02468
FAMJLNOG_02117	K06871
FAMJLNOG_02121	K00874
FAMJLNOG_02122	K01625
FAMJLNOG_02123	K03152
FAMJLNOG_02124	K19191
FAMJLNOG_02126	K03893
FAMJLNOG_02127	K03892
FAMJLNOG_02131	K02345
FAMJLNOG_02158	K06909
FAMJLNOG_02178	K02314
FAMJLNOG_02196	K07455
FAMJLNOG_02209	K04763
FAMJLNOG_02211	K01491
FAMJLNOG_02212	K14761
FAMJLNOG_02214	K00917
FAMJLNOG_02215	K01883
FAMJLNOG_02216	K03768
FAMJLNOG_02217	K03269
FAMJLNOG_02218	K01588
FAMJLNOG_02219	K01589
FAMJLNOG_02221	K16052
FAMJLNOG_02223	K09810
FAMJLNOG_02224	K10804
FAMJLNOG_02226	K05838
FAMJLNOG_02228	K07340
FAMJLNOG_02229	K19591
FAMJLNOG_02230	K17686
FAMJLNOG_02231	K20431
FAMJLNOG_02234	K11250
FAMJLNOG_02235	K14058
FAMJLNOG_02236	K16074
FAMJLNOG_02239	K15580
FAMJLNOG_02240	K11065
FAMJLNOG_02243	K08990
FAMJLNOG_02244	K06918
FAMJLNOG_02246	K03973
FAMJLNOG_02247	K03970
FAMJLNOG_02248	K03969
FAMJLNOG_02249	K03974
FAMJLNOG_02250	K19226
FAMJLNOG_02251	K19227
FAMJLNOG_02252	K19228
FAMJLNOG_02253	K19229
FAMJLNOG_02254	K19230
FAMJLNOG_02255	K00208
FAMJLNOG_02257	K00868
FAMJLNOG_02258	K01866
FAMJLNOG_02259	K00275
FAMJLNOG_02260	K09001
FAMJLNOG_02261	K06077
FAMJLNOG_02262	K06075
FAMJLNOG_02264	K01759
FAMJLNOG_02265	K03683
FAMJLNOG_02267	K08162
FAMJLNOG_02269	K03980
FAMJLNOG_02271	K01887
FAMJLNOG_02272	K09907
FAMJLNOG_02273	K06201
FAMJLNOG_02275	K06158
FAMJLNOG_02276	K15257
FAMJLNOG_02277	K15256
FAMJLNOG_02278	K07136
FAMJLNOG_02279	K01876
FAMJLNOG_02280	K08310
FAMJLNOG_02282	K01159
FAMJLNOG_02283	K03550
FAMJLNOG_02284	K03551
FAMJLNOG_02285	K09816
FAMJLNOG_02286	K09817
FAMJLNOG_02287	K09815
FAMJLNOG_02288	K19304
FAMJLNOG_02289	K02560
FAMJLNOG_02290	K00873
FAMJLNOG_02291	K19337
FAMJLNOG_02292	K00036
FAMJLNOG_02295	K07347
FAMJLNOG_02298	K03778
FAMJLNOG_02299	K05874
FAMJLNOG_02301	K05804
FAMJLNOG_02303	K02068
FAMJLNOG_02304	K02069
FAMJLNOG_02307	K08305
FAMJLNOG_02308	K09902
FAMJLNOG_02309	K03610
FAMJLNOG_02310	K03609
FAMJLNOG_02311	K03608
FAMJLNOG_02312	K03684
FAMJLNOG_02313	K01897
FAMJLNOG_02314	K07285
FAMJLNOG_02315	K14742
FAMJLNOG_02316	K03722
FAMJLNOG_02317	K09022
FAMJLNOG_02319	K11742
FAMJLNOG_02320	K11743
FAMJLNOG_02324	K12972
FAMJLNOG_02326	K03321
FAMJLNOG_02329	K01627
FAMJLNOG_02331	K02493
FAMJLNOG_02332	K02835
FAMJLNOG_02333	K02492
FAMJLNOG_02334	K02494
FAMJLNOG_02335	K00919
FAMJLNOG_02336	K00948
FAMJLNOG_02338	K01056
FAMJLNOG_02339	K06942
FAMJLNOG_02346	K07347
FAMJLNOG_02380	K11720
FAMJLNOG_02381	K07091
FAMJLNOG_02382	K01255
FAMJLNOG_02383	K02339
FAMJLNOG_02384	K01873
FAMJLNOG_02385	K03829
FAMJLNOG_02387	K06911
FAMJLNOG_02388	K09893
FAMJLNOG_02389	K00611
FAMJLNOG_02391	K00609
FAMJLNOG_02392	K00610
FAMJLNOG_02393	K09022
FAMJLNOG_02394	K21636
FAMJLNOG_02395	K04068
FAMJLNOG_02400	K07461
FAMJLNOG_02403	K08303
FAMJLNOG_02405	K07350
FAMJLNOG_02406	K07349
FAMJLNOG_02407	K07348
FAMJLNOG_02408	K07347
FAMJLNOG_02409	K07346
FAMJLNOG_02411	K00602
FAMJLNOG_02412	K01945
FAMJLNOG_02414	K05787
FAMJLNOG_02415	K09891
FAMJLNOG_02416	K05982
FAMJLNOG_02417	K01599
FAMJLNOG_02418	K03426
FAMJLNOG_02420	K03147
FAMJLNOG_02421	K00788
FAMJLNOG_02422	K03148
FAMJLNOG_02423	K03154
FAMJLNOG_02424	K03149
FAMJLNOG_02425	K03150
FAMJLNOG_02427	K03046
FAMJLNOG_02428	K03043
FAMJLNOG_02429	K02935
FAMJLNOG_02430	K02864
FAMJLNOG_02431	K02863
FAMJLNOG_02432	K02867
FAMJLNOG_02433	K02601
FAMJLNOG_02434	K03073
FAMJLNOG_02436	K01069
FAMJLNOG_02437	K11903
FAMJLNOG_02444	K11907
FAMJLNOG_02462	K07345
FAMJLNOG_02467	K03485
FAMJLNOG_02468	K02818
FAMJLNOG_02468	K02819
FAMJLNOG_02469	K03731
FAMJLNOG_02470	K01838
FAMJLNOG_02472	K06016
FAMJLNOG_02474	K02192
FAMJLNOG_02475	K03594
FAMJLNOG_02476	K02946
FAMJLNOG_02477	K02906
FAMJLNOG_02478	K02926
FAMJLNOG_02479	K02892
FAMJLNOG_02480	K02886
FAMJLNOG_02481	K02965
FAMJLNOG_02482	K02890
FAMJLNOG_02483	K02982
FAMJLNOG_02484	K02878
FAMJLNOG_02485	K02904
FAMJLNOG_02486	K02961
FAMJLNOG_02487	K02874
FAMJLNOG_02488	K02895
FAMJLNOG_02489	K02931
FAMJLNOG_02490	K02954
FAMJLNOG_02491	K02994
FAMJLNOG_02492	K02933
FAMJLNOG_02493	K02881
FAMJLNOG_02494	K02988
FAMJLNOG_02495	K02907
FAMJLNOG_02496	K02876
FAMJLNOG_02497	K03076
FAMJLNOG_02498	K02952
FAMJLNOG_02499	K02948
FAMJLNOG_02500	K02986
FAMJLNOG_02501	K03040
FAMJLNOG_02502	K02879
FAMJLNOG_02503	K13638
FAMJLNOG_02504	K09890
FAMJLNOG_02505	K03282
FAMJLNOG_02506	K03499
FAMJLNOG_02507	K03500
FAMJLNOG_02508	K00604
FAMJLNOG_02509	K01462
FAMJLNOG_02510	K04096
FAMJLNOG_02511	K03168
FAMJLNOG_02512	K07566
FAMJLNOG_02513	K00014
FAMJLNOG_02516	K03559
FAMJLNOG_02517	K03561
FAMJLNOG_02518	K01760
FAMJLNOG_02521	K08325
FAMJLNOG_02522	K06221
FAMJLNOG_02525	K01955
FAMJLNOG_02526	K01956
FAMJLNOG_02527	K00215
FAMJLNOG_02528	K03527
FAMJLNOG_02529	K03774
FAMJLNOG_02530	K03101
FAMJLNOG_02531	K01870
FAMJLNOG_02532	K11753
FAMJLNOG_02533	K02968
FAMJLNOG_02534	K03717
FAMJLNOG_02535	K03313
FAMJLNOG_02536	K03686
FAMJLNOG_02537	K04043
FAMJLNOG_02538	K03831
FAMJLNOG_02539	K07126
FAMJLNOG_02540	K00616
FAMJLNOG_02541	K09861
FAMJLNOG_02543	K01733
FAMJLNOG_02544	K00872
FAMJLNOG_02545	K12524
FAMJLNOG_02546	K07773
FAMJLNOG_02548	K05804
FAMJLNOG_02549	K22305
FAMJLNOG_02551	K03720
FAMJLNOG_02552	K08309
FAMJLNOG_02555	K03088
FAMJLNOG_02556	K07165
FAMJLNOG_02557	K16088
FAMJLNOG_02558	K02471
FAMJLNOG_02561	K00219
FAMJLNOG_02562	K07862
FAMJLNOG_02567	K15977
FAMJLNOG_02569	K06911
FAMJLNOG_02570	K07056
FAMJLNOG_02571	K07121
FAMJLNOG_02572	K07460
FAMJLNOG_02573	K12961
FAMJLNOG_02574	K04065
FAMJLNOG_02575	K03189
FAMJLNOG_02576	K03188
FAMJLNOG_02578	K01428
FAMJLNOG_02579	K01429
FAMJLNOG_02580	K01430
FAMJLNOG_02581	K03190
FAMJLNOG_02583	K03814
FAMJLNOG_02585	K07648
FAMJLNOG_02586	K00265
FAMJLNOG_02587	K00266
FAMJLNOG_02588	K03326
FAMJLNOG_02590	K21743
FAMJLNOG_02591	K03600
FAMJLNOG_02592	K03599
FAMJLNOG_02593	K02996
FAMJLNOG_02594	K02871
FAMJLNOG_02595	K06916
FAMJLNOG_02596	K09908
FAMJLNOG_02597	K04772
FAMJLNOG_02598	K04691
FAMJLNOG_02600	K00790
FAMJLNOG_02602	K07122
FAMJLNOG_02603	K07323
FAMJLNOG_02604	K02067
FAMJLNOG_02605	K02066
FAMJLNOG_02606	K02065
FAMJLNOG_02607	K07301
FAMJLNOG_02608	K06041
FAMJLNOG_02609	K03270
FAMJLNOG_02610	K11719
FAMJLNOG_02611	K09774
FAMJLNOG_02612	K06861
FAMJLNOG_02614	K05808
FAMJLNOG_02615	K02806
FAMJLNOG_02616	K06958
FAMJLNOG_02617	K08485
FAMJLNOG_02618	K06140
FAMJLNOG_02619	K03592
FAMJLNOG_02620	K09889
FAMJLNOG_02621	K03623
FAMJLNOG_02623	K03568
FAMJLNOG_02626	K08301
FAMJLNOG_02627	K06287
FAMJLNOG_02628	K03571
FAMJLNOG_02629	K03570
FAMJLNOG_02630	K03569
FAMJLNOG_02631	K19745
FAMJLNOG_02632	K03786
FAMJLNOG_02633	K02160
FAMJLNOG_02634	K01961
FAMJLNOG_02636	K14392
FAMJLNOG_02637	K02687
FAMJLNOG_02639	K03557
FAMJLNOG_02641	K03449
FAMJLNOG_02642	K01126
FAMJLNOG_02643	K05813
FAMJLNOG_02644	K05814
FAMJLNOG_02645	K17236
FAMJLNOG_02646	K05816
FAMJLNOG_02647	K07387
FAMJLNOG_02651	K00865
FAMJLNOG_02652	K03089
FAMJLNOG_02653	K09811
FAMJLNOG_02654	K09811
FAMJLNOG_02655	K09812
FAMJLNOG_02656	K03110
FAMJLNOG_02657	K03310
FAMJLNOG_02658	K11066
FAMJLNOG_02659	K03311
FAMJLNOG_02661	K13631
FAMJLNOG_02662	K11732
FAMJLNOG_02663	K12973
FAMJLNOG_02665	K00941
FAMJLNOG_02666	K11645
FAMJLNOG_02668	K08303
FAMJLNOG_02669	K07664
FAMJLNOG_02670	K07642
FAMJLNOG_02671	K07789
FAMJLNOG_02672	K07788
FAMJLNOG_02673	K07799
FAMJLNOG_02675	K11932
FAMJLNOG_02677	K11932
FAMJLNOG_02678	K17758
FAMJLNOG_02678	K17759
FAMJLNOG_02681	K01698
FAMJLNOG_02682	K02503
FAMJLNOG_02683	K01485
FAMJLNOG_02684	K10974
FAMJLNOG_02685	K00108
FAMJLNOG_02686	K00130
FAMJLNOG_02687	K02167
FAMJLNOG_02688	K02168
FAMJLNOG_02689	K00817
